QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
Are there any online data reflecting the percentage of female Clergy in Episcopalian/Church of England?,https://www.quora.com/Are-there-any-online-data-reflecting-the-percentage-of-female-Clergy-in-Episcopalian-Church-of-England,,,,,,,,,,,,
What title or titles did the wife of a pharaoh have?,https://www.quora.com/What-title-or-titles-did-the-wife-of-a-pharaoh-have,,,,,,,,,,,,
"Who is a better manager, a man or a woman?",https://www.quora.com/Who-is-a-better-manager-a-man-or-a-woman,,,,,,,,,,,,
What are some of the characteristics of emotionally unstable woman?,https://www.quora.com/What-are-some-of-the-characteristics-of-emotionally-unstable-woman,,,,,,,,,,,,
Why is it ok for men to pee outside but not for women?,https://www.quora.com/Why-is-it-ok-for-men-to-pee-outside-but-not-for-women,,,,,,,,,,,,
Why do women make less money?,https://www.quora.com/Why-do-women-make-less-money,,,,,,,,,,,,
How do women walk wearing high and pointed heels?,https://www.quora.com/How-do-women-walk-wearing-high-and-pointed-heels,,,,,,,,,,,,
Is Yussif a name of a man or a woman?,https://www.quora.com/Is-Yussif-a-name-of-a-man-or-a-woman,,,,,,,,,,,,
How many women in india will choose agriculture as their occupation?,https://www.quora.com/How-many-women-in-india-will-choose-agriculture-as-their-occupation,,,,,,,,,,,,
"What is the current most-unfair thought about women, like in past times when we were thought of as too simpleminded to vote?",https://www.quora.com/What-is-the-current-most-unfair-thought-about-women-like-in-past-times-when-we-were-thought-of-as-too-simpleminded-to-vote,,,,,,,,,,,,
Why are women between the age of 25 to 40 considered as the most depressed group of people?,https://www.quora.com/Why-are-women-between-the-age-of-25-to-40-considered-as-the-most-depressed-group-of-people,,,,,,,,,,,,
Where is the great lady Nandita Gurjar nowadays?,https://www.quora.com/Where-is-the-great-lady-Nandita-Gurjar-nowadays,,,,,,,,,,,,
Why are Women Enterpreneurs less in India?,https://www.quora.com/Why-are-Women-Enterpreneurs-less-in-India,,,,,,,,,,,,
Why is it that even after enshrining the ideals of women equality all through post-Independence history have we not been able to achieve that women's right to land inheritance in India?,https://www.quora.com/Why-is-it-that-even-after-enshrining-the-ideals-of-women-equality-all-through-post-Independence-history-have-we-not-been-able-to-achieve-that-womens-right-to-land-inheritance-in-India,,,,,,,,,,,,
Why do men abuse women?,https://www.quora.com/Why-do-men-abuse-women-1,,,,,,,,,,,,
What women feels about men who likes to lick their armpits..only girls relpy..k...?,https://www.quora.com/What-women-feels-about-men-who-likes-to-lick-their-armpits-only-girls-relpy-k,,,,,,,,,,,,
Is a tight sleeveless short top (red) and tight blue jeans a good combination for a woman who has supple arms and a soft midriff?,https://www.quora.com/Is-a-tight-sleeveless-short-top-red-and-tight-blue-jeans-a-good-combination-for-a-woman-who-has-supple-arms-and-a-soft-midriff,,,,,,,,,,,,
Why are women responsible for men's exploitation against women?,https://www.quora.com/Why-are-women-responsible-for-mens-exploitation-against-women,,,,,,,,,,,,
What is to be done if a woman is seen in public with her skirt stained with menstrual fluids?,https://www.quora.com/Women/What-is-to-be-done-if-a-woman-is-seen-in-public-with-her-skirt-stained-with-menstrual-fluids,,,,,,,,,,,,
"In general, why are men better than women?",https://www.quora.com/In-general-why-are-men-better-than-women,,,,,,,,,,,,
It's often said that women are more emotional. But I disagree. I think men are more emotional. Would you agree ?,https://www.quora.com/Its-often-said-that-women-are-more-emotional-But-I-disagree-I-think-men-are-more-emotional-Would-you-agree,,,,,,,,,,,,
"How do you feel when you see cleavage, navels, etc., in an Indian bus?",https://www.quora.com/How-do-you-feel-when-you-see-cleavage-navels-etc-in-an-Indian-bus,,,,,,,,,,,,
In what ways is the treatment of Muslim Women different in Saudi Arabia then in other Muslim nations?,https://www.quora.com/In-what-ways-is-the-treatment-of-Muslim-Women-different-in-Saudi-Arabia-then-in-other-Muslim-nations,,,,,,,,,,,,
"Is there a Requirement for Muslim women to wear a head dress, and if so, the QUORAN quote?",https://www.quora.com/Is-there-a-Requirement-for-Muslim-women-to-wear-a-head-dress-and-if-so-the-QUORAN-quote,,,,,,,,,,,,
"My debate topic is, ""Women are the backbone of society, therefore they make better leaders"". I will be talking about why women are the backbone of society (also in a community and family state). What kind of points should I make?",https://www.quora.com/My-debate-topic-is-Women-are-the-backbone-of-society-therefore-they-make-better-leaders-I-will-be-talking-about-why-women-are-the-backbone-of-society-also-in-a-community-and-family-state-What-kind-of-points-should-I-make,,,,,,,,,,,,
How come when you Google 'beautiful South African women' only white women come up even though they are the minority in South Africa? What is it like to be white in South Africa? Are they mistreated? Is it similar to being an American minority?,https://www.quora.com/How-come-when-you-Google-beautiful-South-African-women-only-white-women-come-up-even-though-they-are-the-minority-in-South-Africa-What-is-it-like-to-be-white-in-South-Africa-Are-they-mistreated-Is-it-similar-to-being-an-American-minority,,,,,,,,,,,,
What barriers do young women face when investing in shares/stock (their financial future)? What can they do to overcome these barriers?,https://www.quora.com/What-barriers-do-young-women-face-when-investing-in-shares-stock-their-financial-future-What-can-they-do-to-overcome-these-barriers,,,,,,,,,,,,
"If I see a beautiful woman experiencing a wardrobe malfunction without her knowing about it, am I supposed to go and tell that to her myself or should I tell another woman to tell that to her?",https://www.quora.com/If-I-see-a-beautiful-woman-experiencing-a-wardrobe-malfunction-without-her-knowing-about-it-am-I-supposed-to-go-and-tell-that-to-her-myself-or-should-I-tell-another-woman-to-tell-that-to-her,,,,,,,,,,,,
What is it like for a lady to travel solo in India?,https://www.quora.com/What-is-it-like-for-a-lady-to-travel-solo-in-India,,,,,,,,,,,,
"Don't you think working women in India are getting more opportunities than in other Asian countries like Japan, Korea and China, etc.?",https://www.quora.com/Dont-you-think-working-women-in-India-are-getting-more-opportunities-than-in-other-Asian-countries-like-Japan-Korea-and-China-etc,,,,,,,,,,,,
"Is stopping your adult daughter from visiting a gynecologist, just because her Indian parents think, only married woman have the right to do so, even legit?",https://www.quora.com/Is-stopping-your-adult-daughter-from-visiting-a-gynecologist-just-because-her-Indian-parents-think-only-married-woman-have-the-right-to-do-so-even-legit,,,,,,,,,,,,
What are some lesser known beauty tips of ancient Egyptian women?,https://www.quora.com/What-are-some-lesser-known-beauty-tips-of-ancient-Egyptian-women,,,,,,,,,,,,
"African American women, have you ever been disrespected or clearly racially profiled by a policeman/woman?",https://www.quora.com/African-American-women-have-you-ever-been-disrespected-or-clearly-racially-profiled-by-a-policeman-woman,,,,,,,,,,,,
How would a woman with NPD or BDP react to her own menopause?,https://www.quora.com/How-would-a-woman-with-NPD-or-BDP-react-to-her-own-menopause,,,,,,,,,,,,
Why does wearing thong panties and thong briefs feel so uncomfortable to new wearers (to men and women)?,https://www.quora.com/Why-does-wearing-thong-panties-and-thong-briefs-feel-so-uncomfortable-to-new-wearers-to-men-and-women,,,,,,,,,,,,
Why do girls stink during menstruation?,https://www.quora.com/Why-do-girls-stink-during-menstruation,,,,,,,,,,,,
What's the percentage of feminists (out of 100 girls) in Toronto?,https://www.quora.com/Whats-the-percentage-of-feminists-out-of-100-girls-in-Toronto,,,,,,,,,,,,
"I had brown discharge (never had my period before) more than a month ago and assuming it was my period, and I waited until this month for a proper period which never came! Why is that?",https://www.quora.com/I-had-brown-discharge-never-had-my-period-before-more-than-a-month-ago-and-assuming-it-was-my-period-and-I-waited-until-this-month-for-a-proper-period-which-never-came-Why-is-that,,,,,,,,,,,,
"In daily life, generally, what do men do differently to women?",https://www.quora.com/In-daily-life-generally-what-do-men-do-differently-to-women,,,,,,,,,,,,
"As a shy woman, what would you love to be able to do but can't because of shyness?",https://www.quora.com/As-a-shy-woman-what-would-you-love-to-be-able-to-do-but-cant-because-of-shyness,,,,,,,,,,,,
Why in Hindu religion only brahmana males undergo thread ceremony while females do not?,https://www.quora.com/Why-in-Hindu-religion-only-brahmana-males-undergo-thread-ceremony-while-females-do-not,,,,,,,,,,,,
"A pregnant woman loses a lot of water during delivery time or before that, so what must she eat in order to gain water in her body again?",https://www.quora.com/A-pregnant-woman-loses-a-lot-of-water-during-delivery-time-or-before-that-so-what-must-she-eat-in-order-to-gain-water-in-her-body-again,,,,,,,,,,,,
What can I do to get a response mostly from females on Quora?,https://www.quora.com/What-can-I-do-to-get-a-response-mostly-from-females-on-Quora,,,,,,,,,,,,
Why do women use other coaches if there is a women coach in metro?,https://www.quora.com/Why-do-women-use-other-coaches-if-there-is-a-women-coach-in-metro,,,,,,,,,,,,
"Is it safe for an Indian girl to work in New York, despite both native and foreign girls experiencing catcalls and bullying on the streets?",https://www.quora.com/Is-it-safe-for-an-Indian-girl-to-work-in-New-York-despite-both-native-and-foreign-girls-experiencing-catcalls-and-bullying-on-the-streets,,,,,,,,,,,,
Are women athletes underpaid?,https://www.quora.com/Are-women-athletes-underpaid,,,,,,,,,,,,
Who are the leading female futurists?,https://www.quora.com/Who-are-the-leading-female-futurists,,,,,,,,,,,,
I am a 25-year-old female. I often get headaches. Which parts of your headaches are considered normal and which ones aren't?,https://www.quora.com/I-am-a-25-year-old-female-I-often-get-headaches-Which-parts-of-your-headaches-are-considered-normal-and-which-ones-arent,,,,,,,,,,,,
"Why in ancient periods were male Asuras named as Gajasura, Bakasura, Mahishasura, and they could transform their bodies according to their names, but their women were very pretty? Why were there such contradictions?",https://www.quora.com/Why-in-ancient-periods-were-male-Asuras-named-as-Gajasura-Bakasura-Mahishasura-and-they-could-transform-their-bodies-according-to-their-names-but-their-women-were-very-pretty-Why-were-there-such-contradictions,,,,,,,,,,,,
Whenever I talk to a woman I can't make eye contact with her. What is the problem here?,https://www.quora.com/Whenever-I-talk-to-a-woman-I-cant-make-eye-contact-with-her-What-is-the-problem-here,,,,,,,,,,,,
"What kind of clothing do entrepreneurs wear? I am looking for brands, styles and examples for both men and women. I am also looking at all aspects of being an entrepreneur...from when they are pitching an idea to an investor, going out at night for fun, or just relaxing",https://www.quora.com/What-kind-of-clothing-do-entrepreneurs-wear-I-am-looking-for-brands-styles-and-examples-for-both-men-and-women-I-am-also-looking-at-all-aspects-of-being-an-entrepreneur-from-when-they-are-pitching-an-idea-to-an-investor-going-out-at-night-for-fun-or-just-relaxing,,,,,,,,,,,,
How is the Contour Women Gym at Baner Pune?,https://www.quora.com/How-is-the-Contour-Women-Gym-at-Baner-Pune,,,,,,,,,,,,
Do women in any military cut their hair like men do?,https://www.quora.com/Do-women-in-any-military-cut-their-hair-like-men-do,,,,,,,,,,,,
How are women's bodies suited for reproduction?,https://www.quora.com/How-are-womens-bodies-suited-for-reproduction,,,,,,,,,,,,
What are good ways to get more men into taking up jobs that are currently dominated by women?,https://www.quora.com/What-are-good-ways-to-get-more-men-into-taking-up-jobs-that-are-currently-dominated-by-women,,,,,,,,,,,,
What are some insights about the online shopping behavior in India?,https://www.quora.com/What-are-some-insights-about-the-online-shopping-behavior-in-India,,,,,,,,,,,,
Why do Indian women feel so sad and lonely most of the time?,https://www.quora.com/Why-do-Indian-women-feel-so-sad-and-lonely-most-of-the-time,,,,,,,,,,,,
Does Islam teach that a woman is worthless than a man?,https://www.quora.com/Does-Islam-teach-that-a-woman-is-worthless-than-a-man,,,,,,,,,,,,
How do modern woman help in national progress?,https://www.quora.com/How-do-modern-woman-help-in-national-progress,,,,,,,,,,,,
"Buddhism: Since there was no female Buddha, does this mean women are spiritually inferior to men in the Buddhist view?",https://www.quora.com/Buddhism/Since-there-was-no-female-Buddha-does-this-mean-women-are-spiritually-inferior-to-men-in-the-Buddhist-view,,,,,,,,,,,,
What does it mean when Americans say Indian women look exotic?,https://www.quora.com/What-does-it-mean-when-Americans-say-Indian-women-look-exotic,,,,,,,,,,,,
What are your thoughts on Scorpio women?,https://www.quora.com/What-are-your-thoughts-on-Scorpio-women,,,,,,,,,,,,
Is there something in the female psyche that turns them into groupies?,https://www.quora.com/Is-there-something-in-the-female-psyche-that-turns-them-into-groupies,,,,,,,,,,,,
What physical signal indicates that a girl is on her period?,https://www.quora.com/What-physical-signal-indicates-that-a-girl-is-on-her-period,,,,,,,,,,,,
How many women did James Bond kill in the books?,https://www.quora.com/How-many-women-did-James-Bond-kill-in-the-books,,,,,,,,,,,,
Do you know any graduate woman who chose to be a housewife rather than opting for a high paying job? What were the reasons?,https://www.quora.com/Do-you-know-any-graduate-woman-who-chose-to-be-a-housewife-rather-than-opting-for-a-high-paying-job-What-were-the-reasons,,,,,,,,,,,,
What are the best parts of woman body you are attracted to?,https://www.quora.com/What-are-the-best-parts-of-woman-body-you-are-attracted-to,,,,,,,,,,,,
How do feminists feel about veterans?,https://www.quora.com/How-do-feminists-feel-about-veterans,,,,,,,,,,,,
Was there or is there still a culture where men and women wear the same type of clothes?,https://www.quora.com/Was-there-or-is-there-still-a-culture-where-men-and-women-wear-the-same-type-of-clothes,,,,,,,,,,,,
Do we (women) get phycological problems while entering 30 years?,https://www.quora.com/Do-we-women-get-phycological-problems-while-entering-30-years,,,,,,,,,,,,
Why are most women more modest than men?,https://www.quora.com/Why-are-most-women-more-modest-than-men,,,,,,,,,,,,
"Who was the first ignoramus that identified people as alpha males, beta males, alpha females, beta females, omega males and omega females?",https://www.quora.com/Who-was-the-first-ignoramus-that-identified-people-as-alpha-males-beta-males-alpha-females-beta-females-omega-males-and-omega-females,,,,,,,,,,,,
Do females like the smell of Aqua Velva?,https://www.quora.com/Do-females-like-the-smell-of-Aqua-Velva,,,,,,,,,,,,
Why do women tend to stand with their feet pressed tight together?,https://www.quora.com/Why-do-women-tend-to-stand-with-their-feet-pressed-tight-together,,,,,,,,,,,,
What are periods?,https://www.quora.com/What-are-periods,,,,,,,,,,,,
Do you agree with businesses being given quotas to fill with women and ethnic minorities?,https://www.quora.com/Do-you-agree-with-businesses-being-given-quotas-to-fill-with-women-and-ethnic-minorities,,,,,,,,,,,,
Is it just as uncomfortable for women to see each others genitals as it is for men?,https://www.quora.com/Is-it-just-as-uncomfortable-for-women-to-see-each-others-genitals-as-it-is-for-men,,,,,,,,,,,,
Is it fair to say a certain subset of Japanese women idealizes and fetishizes gay men?,https://www.quora.com/Is-it-fair-to-say-a-certain-subset-of-Japanese-women-idealizes-and-fetishizes-gay-men,,,,,,,,,,,,
Do women like Indian men?,https://www.quora.com/Do-women-like-Indian-men,,,,,,,,,,,,
What bra sizes are considered plus size?,https://www.quora.com/What-bra-sizes-are-considered-plus-size,,,,,,,,,,,,
How do women feel about there being a lack of women in computing?,https://www.quora.com/How-do-women-feel-about-there-being-a-lack-of-women-in-computing,,,,,,,,,,,,
"Women are the backbone of society, therefore they make better leaders. Can I have strong points to state whether this is true or not?",https://www.quora.com/Women-are-the-backbone-of-society-therefore-they-make-better-leaders-Can-I-have-strong-points-to-state-whether-this-is-true-or-not,,,,,,,,,,,,
Which words arouse women?,https://www.quora.com/Which-words-arouse-women,,,,,,,,,,,,
What would be the world today if a man would be a woman and a woman becomes a man?,https://www.quora.com/What-would-be-the-world-today-if-a-man-would-be-a-woman-and-a-woman-becomes-a-man,,,,,,,,,,,,
What is a woman?,https://www.quora.com/What-is-a-woman-2,,,,,,,,,,,,
Would big bra cup size women wear plunge push up bras with padding?,https://www.quora.com/Would-big-bra-cup-size-women-wear-plunge-push-up-bras-with-padding,,,,,,,,,,,,
We live in the 21st century where women are believed to be as equal as men! Do you agree with this?,https://www.quora.com/We-live-in-the-21st-century-where-women-are-believed-to-be-as-equal-as-men-Do-you-agree-with-this,,,,,,,,,,,,
"If you find a lady's dead body, how will you find the lady's caste?",https://www.quora.com/If-you-find-a-ladys-dead-body-how-will-you-find-the-ladys-caste,,,,,,,,,,,,
Who are some attractive alpha females?,https://www.quora.com/Who-are-some-attractive-alpha-females,,,,,,,,,,,,
How many women did Mike Hammer kill?,https://www.quora.com/How-many-women-did-Mike-Hammer-kill,,,,,,,,,,,,
Who is the black lady in Shakespeare's works?,https://www.quora.com/Who-is-the-black-lady-in-Shakespeares-works,,,,,,,,,,,,
How does the development of a nation start with the empowerment of women?,https://www.quora.com/How-does-the-development-of-a-nation-start-with-the-empowerment-of-women,,,,,,,,,,,,
In what ways were singing women portrayed as goddesses in the Italian Renaissance?,https://www.quora.com/In-what-ways-were-singing-women-portrayed-as-goddesses-in-the-Italian-Renaissance,,,,,,,,,,,,
What do women with a big bust look for in the perfect bra?,https://www.quora.com/What-do-women-with-a-big-bust-look-for-in-the-perfect-bra,,,,,,,,,,,,
Do women keep clothes at their office?,https://www.quora.com/Do-women-keep-clothes-at-their-office,,,,,,,,,,,,
How do you get properly fitted for a bra?,https://www.quora.com/How-do-you-get-properly-fitted-for-a-bra,,,,,,,,,,,,
What are some positive and negative effects of feminism in North America?,https://www.quora.com/What-are-some-positive-and-negative-effects-of-feminism-in-North-America,,,,,,,,,,,,
Why do women wear pink bras under thin white shirts or T-Shirts?,https://www.quora.com/Why-do-women-wear-pink-bras-under-thin-white-shirts-or-T-Shirts,,,,,,,,,,,,
Does the outline of the bra show when wearing thinner shirts/t-shirts?,https://www.quora.com/Does-the-outline-of-the-bra-show-when-wearing-thinner-shirts-t-shirts,,,,,,,,,,,,
Do people find a big difference in appearance between a 21 and 25 year old woman?,https://www.quora.com/Do-people-find-a-big-difference-in-appearance-between-a-21-and-25-year-old-woman,,,,,,,,,,,,
"Why does 'practice makes man perfect', why not woman?",https://www.quora.com/Why-does-practice-makes-man-perfect-why-not-woman,,,,,,,,,,,,
Do Norwegian men like American women?,https://www.quora.com/Do-Norwegian-men-like-American-women,,,,,,,,,,,,
How many women-specific events are there per year within University of Washington CSE?,https://www.quora.com/How-many-women-specific-events-are-there-per-year-within-University-of-Washington-CSE,,,,,,,,,,,,
What's a balanced summary for sexism against both men and women?,https://www.quora.com/Whats-a-balanced-summary-for-sexism-against-both-men-and-women,,,,,,,,,,,,
Why does it appear that women get along better with gay men than men get along with lesbians?,https://www.quora.com/Why-does-it-appear-that-women-get-along-better-with-gay-men-than-men-get-along-with-lesbians,,,,,,,,,,,,
What is Kejriwal's opinion about women (except the ones in his family)?,https://www.quora.com/What-is-Kejriwals-opinion-about-women-except-the-ones-in-his-family,,,,,,,,,,,,
I'm infatuated with my music teacher (it's a her). How do I get more out of this experience I'm feeling?,https://www.quora.com/Im-infatuated-with-my-music-teacher-its-a-her-How-do-I-get-more-out-of-this-experience-Im-feeling,,,,,,,,,,,,
Importance of co education?,https://www.quora.com/Importance-of-co-education,,,,,,,,,,,,
"How did the concept of ""ladies first"" happen?",https://www.quora.com/How-did-the-concept-of-ladies-first-happen,,,,,,,,,,,,
What are some of the startups founded by female entrepreneurs in India?,https://www.quora.com/What-are-some-of-the-startups-founded-by-female-entrepreneurs-in-India,,,,,,,,,,,,
What are some of the best women oriented to the Bollywood movies?,https://www.quora.com/What-are-some-of-the-best-women-oriented-to-the-Bollywood-movies,,,,,,,,,,,,
Who are the top 10 richest female computer programmers?,https://www.quora.com/Who-are-the-top-10-richest-female-computer-programmers,,,,,,,,,,,,
How helpful will it be to use a 3rd gender for women protection?,https://www.quora.com/How-helpful-will-it-be-to-use-a-3rd-gender-for-women-protection,,,,,,,,,,,,
Which is the safest and the most peaceful place for a woman to live alone?,https://www.quora.com/Which-is-the-safest-and-the-most-peaceful-place-for-a-woman-to-live-alone,,,,,,,,,,,,
Who is Sara Lynn Joshi?,https://www.quora.com/Who-is-Sara-Lynn-Joshi,,,,,,,,,,,,
At what ages are men and women most sensitive about revealing how old they are?,https://www.quora.com/At-what-ages-are-men-and-women-most-sensitive-about-revealing-how-old-they-are,,,,,,,,,,,,
Are women taking over the world?,https://www.quora.com/Are-women-taking-over-the-world,,,,,,,,,,,,
"I want to exercise, but my breasts are way too large (34K in US, or 34H in UK sizes), and I haven't been able to find any sports bras that fit me, or even come close. Where are some good places to look for a cute, well-fitting sports bra?",https://www.quora.com/I-want-to-exercise-but-my-breasts-are-way-too-large-34K-in-US-or-34H-in-UK-sizes-and-I-havent-been-able-to-find-any-sports-bras-that-fit-me-or-even-come-close-Where-are-some-good-places-to-look-for-a-cute-well-fitting-sports-bra,,,,,,,,,,,,
Why is Pakistan executing the Christian woman Aasia Bibi?,https://www.quora.com/Why-is-Pakistan-executing-the-Christian-woman-Aasia-Bibi,,,,,,,,,,,,
Why is it so difficult for women employees to get a job if there is a break in the CV for 3-5 years in Bangalore?,https://www.quora.com/Why-is-it-so-difficult-for-women-employees-to-get-a-job-if-there-is-a-break-in-the-CV-for-3-5-years-in-Bangalore,,,,,,,,,,,,
"By how much degree, the scarcity of women in religious institutes like temple, church, monastery or masjid are responsible behind patriarchal society?",https://www.quora.com/By-how-much-degree-the-scarcity-of-women-in-religious-institutes-like-temple-church-monastery-or-masjid-are-responsible-behind-patriarchal-society,,,,,,,,,,,,
Are males and females the same in today's scenario?,https://www.quora.com/Are-males-and-females-the-same-in-todays-scenario,,,,,,,,,,,,
"What should a married working women prefer, a hectic high paying job or a low paying comfortable stress free job?",https://www.quora.com/What-should-a-married-working-women-prefer-a-hectic-high-paying-job-or-a-low-paying-comfortable-stress-free-job,,,,,,,,,,,,
How come there aren't male and female army units if harassment is potentially an issue and men and woman are different?,https://www.quora.com/How-come-there-arent-male-and-female-army-units-if-harassment-is-potentially-an-issue-and-men-and-woman-are-different,,,,,,,,,,,,
In what ways were singing women portrayed as sinful in Renaissance Italy?,https://www.quora.com/In-what-ways-were-singing-women-portrayed-as-sinful-in-Renaissance-Italy,,,,,,,,,,,,
What is the difference between male sepia and female sepia which belong to mollusca?,https://www.quora.com/What-is-the-difference-between-male-sepia-and-female-sepia-which-belong-to-mollusca,,,,,,,,,,,,
"Why do Chinese middle-age and old women in particular, believe in ridiculous rumors? Like drinking milk causes cancer; you get Aids by having dinner with them or eating 'contaminated' foods. Do women from other culture have similar problems, or less possible?",https://www.quora.com/Why-do-Chinese-middle-age-and-old-women-in-particular-believe-in-ridiculous-rumors-Like-drinking-milk-causes-cancer-you-get-Aids-by-having-dinner-with-them-or-eating-contaminated-foods-Do-women-from-other-culture-have-similar-problems-or-less-possible,,,,,,,,,,,,
Women have magical aspect which is having baby. what is the magical aspect of men? (No kidding),https://www.quora.com/Women-have-magical-aspect-which-is-having-baby-what-is-the-magical-aspect-of-men-No-kidding,,,,,,,,,,,,
Was the condition of women very poor in Arab countries before Islam?,https://www.quora.com/Was-the-condition-of-women-very-poor-in-Arab-countries-before-Islam,,,,,,,,,,,,
It is said that behind every successful man there is a successful woman. How does it apply to personalities such as Narendra Modi or APJ Kalam?,https://www.quora.com/It-is-said-that-behind-every-successful-man-there-is-a-successful-woman-How-does-it-apply-to-personalities-such-as-Narendra-Modi-or-APJ-Kalam,,,,,,,,,,,,
Are you a man or a woman?,https://www.quora.com/Are-you-a-man-or-a-woman,,,,,,,,,,,,
Who are the top 10 successful women in finance?,https://www.quora.com/Who-are-the-top-10-successful-women-in-finance,,,,,,,,,,,,
Should a woman be allowed to slap a guy for looking at her cleavage?,https://www.quora.com/Should-a-woman-be-allowed-to-slap-a-guy-for-looking-at-her-cleavage,,,,,,,,,,,,
Is it easier for a man to lose his manhood in societies eyes than a woman to lose her womanhood?,https://www.quora.com/Is-it-easier-for-a-man-to-lose-his-manhood-in-societies-eyes-than-a-woman-to-lose-her-womanhood,,,,,,,,,,,,
Where can I go running alone?,https://www.quora.com/Where-can-I-go-running-alone,,,,,,,,,,,,
Statistics show that a little over 70% of crime victims are men and less than 30% are women. Why are women then paranoid about their safety?,https://www.quora.com/Statistics-show-that-a-little-over-70-of-crime-victims-are-men-and-less-than-30-are-women-Why-are-women-then-paranoid-about-their-safety,,,,,,,,,,,,
"Why are there so many violent cases of women beating men? If feminism is to truly defend women, then why does it endorse females harassing men, or beating them and acting masculine?",https://www.quora.com/Why-are-there-so-many-violent-cases-of-women-beating-men-If-feminism-is-to-truly-defend-women-then-why-does-it-endorse-females-harassing-men-or-beating-them-and-acting-masculine,,,,,,,,,,,,
Does the police in India have the right to slap or abuse people in public like it is happening in the Delhi metro when men get into the women's compartment in the train?,https://www.quora.com/Does-the-police-in-India-have-the-right-to-slap-or-abuse-people-in-public-like-it-is-happening-in-the-Delhi-metro-when-men-get-into-the-womens-compartment-in-the-train,,,,,,,,,,,,
What are the purposes of wearing a bra?,https://www.quora.com/What-are-the-purposes-of-wearing-a-bra,,,,,,,,,,,,
Where can I find someone who can help me crossdress to become more like a woman?,https://www.quora.com/Where-can-I-find-someone-who-can-help-me-crossdress-to-become-more-like-a-woman,,,,,,,,,,,,
Bisexuals: would you choose a male or a female as your spouse?,https://www.quora.com/Bisexuals-would-you-choose-a-male-or-a-female-as-your-spouse,,,,,,,,,,,,
What are wonderful ways to contain and control wavy hair so it looks neat and not insane?,https://www.quora.com/What-are-wonderful-ways-to-contain-and-control-wavy-hair-so-it-looks-neat-and-not-insane,,,,,,,,,,,,
"Why is that the actresses, both Hollywood and Bollywood, in olden days were slim yet had a nice full, beautiful face and figure and were so graceful, where as actresses today are slim, yet they look skinny and dull and clumsy?",https://www.quora.com/Why-is-that-the-actresses-both-Hollywood-and-Bollywood-in-olden-days-were-slim-yet-had-a-nice-full-beautiful-face-and-figure-and-were-so-graceful-where-as-actresses-today-are-slim-yet-they-look-skinny-and-dull-and-clumsy,,,,,,,,,,,,
I am a final year mechanical engineering student (female). I want to join the Indian Army. What are my chances to get there? Today I saw a notification for CDS SSC women (non technical). Can I go for it or should I apply in the technical category?,https://www.quora.com/I-am-a-final-year-mechanical-engineering-student-female-I-want-to-join-the-Indian-Army-What-are-my-chances-to-get-there-Today-I-saw-a-notification-for-CDS-SSC-women-non-technical-Can-I-go-for-it-or-should-I-apply-in-the-technical-category,,,,,,,,,,,,
Where can I get high quality saffron for pregnant women in Chennai?,https://www.quora.com/Where-can-I-get-high-quality-saffron-for-pregnant-women-in-Chennai,,,,,,,,,,,,
Are Islamic laws against women?,https://www.quora.com/Are-Islamic-laws-against-women,,,,,,,,,,,,
"If a woman misuses her rights, oppresses her husband, beats him, criticises him and abuses his family all the time, what should a man do to prevent himself and his family from her? Is there any right or act that he can use against her?",https://www.quora.com/If-a-woman-misuses-her-rights-oppresses-her-husband-beats-him-criticises-him-and-abuses-his-family-all-the-time-what-should-a-man-do-to-prevent-himself-and-his-family-from-her-Is-there-any-right-or-act-that-he-can-use-against-her,,,,,,,,,,,,
Who is the most popular woman writer in India?,https://www.quora.com/Who-is-the-most-popular-woman-writer-in-India,,,,,,,,,,,,
Is it ok for a 42-year-old woman to have her weight as 64 kg?,https://www.quora.com/Is-it-ok-for-a-42-year-old-woman-to-have-her-weight-as-64-kg,,,,,,,,,,,,
"If you were a woman traveling by airplane and a man was not comfortable being seated next to you, what is the best way it should be played out?",https://www.quora.com/If-you-were-a-woman-traveling-by-airplane-and-a-man-was-not-comfortable-being-seated-next-to-you-what-is-the-best-way-it-should-be-played-out,,,,,,,,,,,,
"What is so extraordinary about being crucified and sacrificing yourself if you knew that it would save the souls of all the innocent men, women, children and infants that are born after you? Wouldn't you sacrifice yourself under those circumstances?",https://www.quora.com/What-is-so-extraordinary-about-being-crucified-and-sacrificing-yourself-if-you-knew-that-it-would-save-the-souls-of-all-the-innocent-men-women-children-and-infants-that-are-born-after-you-Wouldnt-you-sacrifice-yourself-under-those-circumstances,,,,,,,,,,,,
"Why, in general, do men have thinner thighs than women?",https://www.quora.com/Why-in-general-do-men-have-thinner-thighs-than-women,,,,,,,,,,,,
Should a woman choose the army as her career?,https://www.quora.com/Should-a-woman-choose-the-army-as-her-career,,,,,,,,,,,,
Are corporations deliberately funding people to raise Feminism-idea to further their own cause?,https://www.quora.com/Are-corporations-deliberately-funding-people-to-raise-Feminism-idea-to-further-their-own-cause,,,,,,,,,,,,
Are white women obsessed with makeup and cosmetics compared to women of other ethnicities?,https://www.quora.com/Are-white-women-obsessed-with-makeup-and-cosmetics-compared-to-women-of-other-ethnicities,,,,,,,,,,,,
